"","tree_30","tree_8","tree_31","tree_10","tree_2","tree_21","most_probable","window_prob","modal_class","modal_prob","modal_prop","site"
"3681",0.0014737,0.000715891,0.000143831,0.986618,0.0104605,0.000587776,"tree_10","tree_10","tree_10",0.284231727,1,3681
"3682",0.100643,0.542971,0.0188369,0.163066,0.049572,0.12491,"tree_8","tree_10","tree_10",0.284231727,1,3682
"3683",0.00639626,0.374989,0.00618943,0.426709,0.00529315,0.180424,"tree_10","tree_10","tree_10",0.284231727,1,3683
"3684",0.0926211,0.583968,0.012592,0.151837,0.044553,0.114429,"tree_8","tree_10","tree_10",0.284239701358974,1,3684
"3685",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.284231778282051,1,3685
"3686",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.286106009051282,1,3686
"3687",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.286098034692308,1,3687
"3688",0.211881,0.0985111,0.204365,0.121833,0.0733125,0.290098,"tree_21","tree_10","tree_10",0.286090060333333,1,3688
"3689",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.289223975128205,1,3689
"3690",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.289223975128205,1,3690
"3691",0.0853435,0.0176998,0.0755995,0.266692,0.274477,0.280188,"tree_21","tree_10","tree_10",0.289223975128205,1,3691
"3692",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.288754744358974,1,3692
"3693",0.0543444,0.0488522,0.0368144,0.721338,0.132413,0.00623772,"tree_10","tree_10","tree_10",0.28874677,1,3693
"3694",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.288711077692308,1,3694
"3695",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.294025436666667,1,3695
"3696",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.299144462307692,1,3696
"3697",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.299144462307692,1,3697
"3698",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.301270051282051,1,3698
"3699",0.000693891,0.814806,0.0188479,0.0631222,0.00381774,0.0987123,"tree_8","tree_10","tree_10",0.301285948717949,1,3699
"3700",0.109631,0.51594,0.0284115,0.176834,0.0460154,0.123168,"tree_8","tree_10","tree_10",0.301278025641026,1,3700
"3701",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.285945769230769,1,3701
"3702",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.289024461538462,1,3702
"3703",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.285343076923077,1,3703
"3704",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.285452358974359,1,3704
"3705",0.178737,0.0263632,0.068464,0.392596,0.0716868,0.262153,"tree_10","tree_10","tree_10",0.285416666666667,1,3705
"3706",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.285424641025641,1,3706
"3707",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.283242641025641,1,3707
"3708",0.00361589,0.00962586,0.000669422,0.122844,0.833736,0.0295093,"tree_2","tree_10","tree_10",0.28737858974359,1,3708
"3709",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.287422205128205,1,3709
"3710",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.28957117948718,1,3710
"3711",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.289992794871795,1,3711
"3712",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.289992794871795,1,3712
"3713",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.288303358974359,1,3713
"3714",0.00428336,0.173869,0.00055819,0.490706,0.270224,0.060359,"tree_10","tree_10","tree_10",0.288303358974359,1,3714
"3715",0.332098,0.11322,0.0428991,0.482777,0.000693522,0.0283123,"tree_10","tree_10","tree_10",0.288303358974359,1,3715
"3716",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.281157192307692,1,3716
"3717",0.071519,0.113638,0.229254,0.0857528,0.387071,0.112765,"tree_2","tree_10","tree_10",0.28488732051282,1,3717
"3718",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.284879346153846,1,3718
"3719",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.291441751282051,1,3719
"3720",0.104553,0.0422438,0.0626211,0.38866,0.1717,0.230221,"tree_10","tree_10","tree_10",0.294183315384615,1,3720
"3721",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.294147623076923,1,3721
"3722",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.294147623076923,1,3722
"3723",0.531415,0.0440577,0.0817746,0.156099,0.108163,0.0784914,"tree_30","tree_10","tree_10",0.294139648717949,1,3723
"3724",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.294131674358974,1,3724
"3725",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.284231816666667,1,3725
"3726",0.264159,0.0400623,0.0951341,0.200049,0.0602589,0.340336,"tree_21","tree_10","tree_10",0.282375278205128,1,3726
"3727",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.282426867948718,1,3727
"3728",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.289563816666667,1,3728
"3729",0.11794,0.0606974,0.062555,0.368957,0.0922122,0.297638,"tree_10","tree_10","tree_10",0.289615406410256,1,3729
"3730",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.289607432051282,1,3730
"3731",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.289599457692308,1,3731
"3732",0.100451,0.0482106,0.0127513,0.65545,0.179992,0.0031455,"tree_10","tree_10","tree_10",0.289615355128205,1,3732
"3733",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.289607432051282,1,3733
"3734",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.284233688461538,1,3734
"3735",0.990415,0.000669297,0.00174878,0.0064465,1.24005e-05,0.000708225,"tree_30","tree_10","tree_10",0.287030355128205,1,3735
"3736",0.167038,0.0552456,0.0715814,0.42923,0.107767,0.169138,"tree_10","tree_10","tree_10",0.287030355128205,1,3736
"3737",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.292099411538462,1,3737
"3738",0.223436,0.0280402,0.055248,0.319056,0.148983,0.225237,"tree_10","tree_10","tree_10",0.292083514102564,1,3738
"3739",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.292083514102564,1,3739
"3740",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.289096898717949,1,3740
"3741",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.289148488461538,1,3741
"3742",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.289148488461538,1,3742
"3743",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.285450221794872,1,3743
"3744",0.000394327,0.923774,0.00257952,0.00650155,0.0312192,0.0355318,"tree_8","tree_10","tree_10",0.285442298717949,1,3744
"3745",0.173578,0.104757,0.0978534,0.21073,0.12916,0.283922,"tree_21","tree_10","tree_10",0.285450221794872,1,3745
"3746",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.285399965384615,1,3746
"3747",0.0534011,0.094497,0.131038,0.401185,0.122252,0.197627,"tree_10","tree_10","tree_10",0.285415862820513,1,3747
"3748",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.285372247435897,1,3748
"3749",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.282878119230769,1,3749
"3750",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.275646435897436,1,3750
"3751",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.275690051282051,1,3751
"3752",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.264008051282051,1,3752
"3753",0.359775,0.0670384,0.0491482,0.28113,0.0905919,0.152317,"tree_30","tree_10","tree_10",0.263956461538462,1,3753
"3754",0.00110762,0.0814229,0.000210659,0.591847,0.102896,0.222515,"tree_10","tree_10","tree_10",0.263964435897436,1,3754
"3755",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.272383961538462,1,3755
"3756",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.268637935897436,1,3756
"3757",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.268637935897436,1,3757
"3758",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.267381730769231,1,3758
"3759",0.193018,0.174828,0.0337457,0.272182,0.0476988,0.278527,"tree_21","tree_10","tree_10",0.267373807692308,1,3759
"3760",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.267365884615385,1,3760
"3761",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.267365884615385,1,3761
"3762",2.33979e-05,0.838727,0.00837733,0.0118666,0.0661232,0.0748828,"tree_8","tree_10","tree_10",0.282116833333333,1,3762
"3763",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.282168423076923,1,3763
"3764",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.282009154974359,1,3764
"3765",0.378008,0.0505625,0.0730234,0.198089,0.166069,0.134248,"tree_30","tree_10","tree_10",0.283873667794872,1,3765
"3766",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.283873667794872,1,3766
"3767",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.298588334461538,1,3767
"3768",0.182202,0.304805,0.0325692,0.271686,0.0623667,0.146371,"tree_8","tree_10","tree_10",0.291656639589744,1,3768
"3769",0.0001923,0.911129,0.0509858,0.00109935,0.030083,0.00651088,"tree_8","tree_10","tree_10",0.291708229333333,1,3769
"3770",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.30384248574359,1,3770
"3771",0.37543,0.0510009,0.0723638,0.199852,0.16574,0.135613,"tree_30","tree_10","tree_10",0.303826588307692,1,3771
"3772",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.303870203692308,1,3772
"3773",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.303929588307692,1,3773
"3774",0.254468,0.109668,0.0398853,0.334808,0.0881041,0.173067,"tree_10","tree_10","tree_10",0.296013896,1,3774
"3775",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.295978203692308,1,3775
"3776",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.295978203692308,1,3776
"3777",0.128262,0.0803968,0.0876986,0.270064,0.0810224,0.352556,"tree_21","tree_10","tree_10",0.295978203692308,1,3777
"3778",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.296021819076923,1,3778
"3779",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.292102280615385,1,3779
"3780",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.292066588307692,1,3780
"3781",0.00154113,0.0159134,0.00460699,0.858422,0.0112304,0.108286,"tree_10","tree_10","tree_10",0.292074562666667,1,3781
"3782",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.296272213948718,1,3782
"3783",0.000193437,0.945895,0.00641522,0.000290094,0.000572764,0.0466332,"tree_8","tree_10","tree_10",0.296264239589744,1,3783
"3784",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.296299931897436,1,3784
"3785",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.296066162666667,1,3785
"3786",0.00163301,0.0039942,0.00725158,0.975057,0.000162781,0.0119013,"tree_10","tree_10","tree_10",0.296050265230769,1,3786
"3787",0.0285324,0.121732,0.803284,0.0148109,0.00409067,0.0275492,"tree_31","tree_10","tree_10",0.296058188307692,1,3787
"3788",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.289324121384615,1,3788
"3789",0.0177746,0.153177,0.0580499,0.756371,0.00569779,0.00892927,"tree_10","tree_10","tree_10",0.296563779076923,1,3789
"3790",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.296512189333333,1,3790
"3791",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.298699240615385,1,3791
"3792",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.298699240615385,1,3792
"3793",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.29869126625641,1,3793
"3794",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.290696491897436,1,3794
"3795",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.290748081641026,1,3795
"3796",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.290756056,1,3796
"3797",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.292595107282051,1,3797
"3798",0.00125126,0.828128,3.79643e-05,0.11932,0.0183891,0.0328738,"tree_8","tree_10","tree_10",0.301347979076923,1,3798
"3799",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.301391594461538,1,3799
"3800",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.300435056,1,3800
"3801",0.0113806,0.0994995,0.0010631,0.175575,0.128349,0.584132,"tree_21","tree_10","tree_10",0.285684107282051,1,3801
"3802",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.285640491897436,1,3802
"3803",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.29290089974359,1,3803
"3804",0.0489983,0.191654,0.00216174,0.188972,0.111957,0.456257,"tree_21","tree_10","tree_10",0.292892925384615,1,3804
"3805",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.292857233076923,1,3805
"3806",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.275123617692308,1,3806
"3807",0.0439367,0.932057,0.000762194,0.00905739,0.00196238,0.0122247,"tree_8","tree_10","tree_10",0.282003722820513,1,3807
"3808",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.281960107435897,1,3808
"3809",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.27479238948718,1,3809
"3810",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.27479238948718,1,3810
"3811",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.27479238948718,1,3811
"3812",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.27492462025641,1,3812
"3813",0.00367892,0.90135,0.00166505,0.0230118,0.00458231,0.0657122,"tree_8","tree_10","tree_10",0.274932594615385,1,3813
"3814",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.274968286923077,1,3814
"3815",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.267897683589744,1,3815
"3816",0.259926,0.00624029,0.00146959,0.341787,0.00576778,0.38481,"tree_21","tree_10","tree_10",0.267913581025641,1,3816
"3817",0.0908222,0.0962538,0.0164973,0.624808,0.17045,0.00116827,"tree_10","tree_10","tree_10",0.267877888717949,1,3817
"3818",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.272086247692308,1,3818
"3819",0.102786,0.0164131,0.0887327,0.246141,0.286811,0.259115,"tree_2","tree_10","tree_10",0.27207035025641,1,3819
"3820",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.272078273333333,1,3820
"3821",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.274844196410256,1,3821
"3822",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.274844196410256,1,3822
"3823",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.274800581025641,1,3823
"3824",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.284950991282051,1,3824
"3825",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.284958965641026,1,3825
"3826",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.284958965641026,1,3826
"3827",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.294740288974359,1,3827
"3828",0.234789,0.125139,0.0288517,0.47683,0.00756299,0.126827,"tree_10","tree_10","tree_10",0.294732314615385,1,3828
"3829",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.294732314615385,1,3829
"3830",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.307446237692308,1,3830
"3831",0.096025,0.3138,0.0459175,0.288603,0.106057,0.149597,"tree_8","tree_10","tree_10",0.307462135128205,1,3831
"3832",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.30747010948718,1,3832
"3833",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.313630268461538,1,3833
"3834",1.6038e-06,0.992208,2.07951e-06,0.00769247,4.56856e-05,4.99883e-05,"tree_8","tree_10","tree_10",0.313578678717949,1,3834
"3835",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.313578678717949,1,3835
"3836",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.324836268461538,1,3836
"3837",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.316083396666667,1,3837
"3838",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.316047704358974,1,3838
"3839",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.317004242820513,1,3839
"3840",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.317004242820513,1,3840
"3841",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.317012165897436,1,3841
"3842",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.31000581974359,1,3842
"3843",0.114604,0.0216296,0.0064315,0.584838,0.0359354,0.236562,"tree_10","tree_10","tree_10",0.31005740948718,1,3843
"3844",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.312209204358974,1,3844
"3845",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.311897332564103,1,3845
"3846",0.181088,0.0750107,0.0474966,0.390529,0.140812,0.165063,"tree_10","tree_10","tree_10",0.311948922307692,1,3846
"3847",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.310676588974359,1,3847
"3848",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.299143232564103,1,3848
"3849",0.0102064,0.0797412,0.00270401,0.78099,0.0823007,0.0440578,"tree_10","tree_10","tree_10",0.291883384116744,1,3849
"3850",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.291883384116744,1,3850
"3851",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.284483712257769,1,3851
"3852",0.310811,0.231599,0.00908343,0.263258,0.0530571,0.132192,"tree_30","tree_10","tree_10",0.277223128232128,1,3852
"3853",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.277223128232128,1,3853
"3854",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.286743962334692,1,3854
"3855",0.00272768,0.0303053,0.0389433,0.780833,0.0242964,0.122894,"tree_10","tree_10","tree_10",0.286736039257769,1,3855
"3856",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.286728116180846,1,3856
"3857",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.279900798232128,1,3857
"3858",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.280555772591103,1,3858
"3859",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.280591464898795,1,3859
"3860",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.28053208028341,1,3860
"3861",0.0332771,0.956047,3.55259e-05,0.0101985,1.54599e-06,0.000439758,"tree_8","tree_10","tree_10",0.28053208028341,1,3861
"3862",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.280540003360333,1,3862
"3863",0.208727,0.0713112,0.0707229,0.367675,0.0516364,0.229927,"tree_10","tree_10","tree_10",0.272812003360333,1,3863
"3864",0.376992,0.128399,0.0449922,0.271283,0.030899,0.147435,"tree_30","tree_10","tree_10",0.272804029001359,1,3864
"3865",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.272788131565462,1,3865
"3866",0.161794,0.00675452,0.021986,0.233825,0.192593,0.383047,"tree_21","tree_10","tree_10",0.273394644385974,1,3866
"3867",0.268159,0.671416,0.00348918,0.0270291,0.00430636,0.0255996,"tree_8","tree_10","tree_10",0.273402618744949,1,3867
"3868",4.56129e-06,0.999979,1.4491e-06,9.10553e-07,9.08211e-06,5.08582e-06,"tree_8","tree_10","tree_10",0.273402618744949,1,3868
"3869",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.277299541821872,1,3869
"3870",7.53544e-07,0.99998,2.79362e-07,1.57975e-05,4.51615e-07,2.49302e-06,"tree_8","tree_10","tree_10",0.277335234129564,1,3870
"3871",9.30719e-05,0.998795,2.45428e-05,0.000283223,0.000322301,0.000481477,"tree_8","tree_10","tree_10",0.27732725977059,1,3871
"3872",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.277836926437256,1,3872
"3873",0.17169,0.0186236,0.0967424,0.379005,0.0868635,0.247076,"tree_10","tree_10","tree_10",0.277852823873154,1,3873
"3874",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.277860746950077,1,3874
"3875",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.265107234129564,1,3875
"3876",0.72207,0.164386,0.0593063,0.0171806,0.023816,0.0132407,"tree_30","tree_10","tree_10",0.26509925977059,1,3876
"3877",0.249004,0.147256,0.0442101,0.308679,0.129368,0.121482,"tree_10","tree_10","tree_10",0.265134952078282,1,3877
"3878",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.263966439257769,1,3878
"3879",0.359775,0.0670384,0.0491482,0.28113,0.0905919,0.152317,"tree_30","tree_10","tree_10",0.264886618744949,1,3879
"3880",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.266204900796231,1,3880
"3881",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.273211246950077,1,3881
"3882",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.266706541821872,1,3882
"3883",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.268759208488538,1,3883
"3884",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.272209131565462,1,3884
"3885",0.159745,0.0372598,0.101463,0.414183,0.126625,0.160725,"tree_10","tree_10","tree_10",0.288991593103923,1,3885
"3886",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.290307541821872,1,3886
"3887",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.296882334129564,1,3887
"3888",0.00159439,0.0027635,0.000403325,0.93297,0.0148971,0.0473713,"tree_10","tree_10","tree_10",0.30415808001282,1,3888
"3889",0.203989,0.105851,0.0705166,0.285147,0.115709,0.218787,"tree_10","tree_10","tree_10",0.304114464628205,1,3889
"3890",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.309003803153846,1,3890
"3891",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.316264387179487,1,3891
"3892",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.316228694871795,1,3892
"3893",0.203097,0.107607,0.0719346,0.283755,0.115439,0.218167,"tree_10","tree_10","tree_10",0.31217848974359,1,3893
"3894",0.202736,0.111443,0.0699532,0.283446,0.114957,0.217464,"tree_10","tree_10","tree_10",0.312170515384615,1,3894
"3895",0.202661,0.109182,0.0720188,0.283135,0.115227,0.217776,"tree_10","tree_10","tree_10",0.312170515384615,1,3895
